unit_id,doc_overall-truthfulness_value,doc_correctness_value
unit_23,2.0,2.0
unit_23,2.0,2.0
unit_23,1.0,2.0
unit_23,1.0,2.0
unit_23,1.0,2.0
unit_23,1.0,2.0
unit_23,1.0,1.0
unit_23,1.0,2.0
unit_23,1.0,2.0
unit_23,1.0,2.0
unit_25,0.0,-1.0
unit_25,-1.0,1.0
unit_25,-1.0,-1.0
unit_25,1.0,-1.0
unit_25,-1.0,1.0
unit_25,0.0,0.0
unit_25,-1.0,-1.0
unit_25,1.0,-1.0
unit_25,1.0,-1.0
unit_25,-1.0,0.0
unit_25,1.0,-1.0
unit_27,-2.0,-2.0
unit_27,1.0,2.0
unit_27,1.0,0.0
unit_27,2.0,1.0
unit_27,-1.0,0.0
unit_27,1.0,0.0
unit_27,2.0,1.0
unit_27,0.0,-1.0
unit_27,2.0,1.0
unit_27,2.0,1.0
unit_27,1.0,0.0
unit_29,1.0,2.0
unit_29,1.0,0.0
unit_29,0.0,-1.0
unit_29,2.0,-1.0
unit_29,-1.0,-1.0
unit_29,0.0,2.0
unit_29,-1.0,2.0
unit_29,0.0,0.0
unit_29,-1.0,1.0
unit_29,0.0,2.0
unit_29,1.0,-1.0
unit_31,1.0,0.0
unit_31,0.0,-1.0
unit_31,2.0,2.0
unit_31,1.0,0.0
unit_31,-1.0,1.0
unit_31,-1.0,-1.0
unit_31,-2.0,-2.0
unit_31,-2.0,-2.0
unit_31,1.0,1.0
unit_31,2.0,1.0
unit_31,1.0,1.0
unit_33,-2.0,-2.0
unit_33,-1.0,-1.0
unit_33,0.0,0.0
unit_33,-2.0,-2.0
unit_33,1.0,1.0
unit_33,-1.0,-1.0
unit_33,1.0,1.0
unit_33,-2.0,-2.0
unit_33,1.0,1.0
unit_33,1.0,0.0
unit_33,1.0,1.0
unit_35,-2.0,-2.0
unit_35,-2.0,-2.0
unit_35,-2.0,-1.0
unit_35,0.0,0.0
unit_35,1.0,0.0
unit_35,-2.0,-1.0
unit_35,-2.0,0.0
unit_35,1.0,1.0
unit_35,-1.0,-1.0
unit_35,1.0,1.0
unit_35,0.0,-1.0
unit_37,1.0,1.0
unit_37,1.0,0.0
unit_37,1.0,1.0
unit_37,2.0,2.0
unit_37,2.0,2.0
unit_37,1.0,1.0
unit_37,2.0,2.0
unit_37,2.0,2.0
unit_37,2.0,1.0
unit_37,2.0,1.0
unit_37,2.0,0.0
unit_39,-2.0,-2.0
unit_39,2.0,0.0
unit_39,2.0,2.0
unit_39,2.0,2.0
unit_39,0.0,0.0
unit_39,0.0,0.0
unit_39,0.0,0.0
unit_39,0.0,0.0
unit_39,2.0,2.0
unit_39,2.0,2.0
unit_39,0.0,0.0
unit_41,2.0,2.0
unit_41,1.0,1.0
unit_41,-2.0,-2.0
unit_41,-1.0,-1.0
unit_41,-2.0,-1.0
unit_41,2.0,2.0
unit_41,-2.0,-2.0
unit_41,2.0,2.0
unit_41,2.0,2.0
unit_41,-1.0,-1.0
unit_41,1.0,1.0
unit_43,1.0,1.0
unit_43,1.0,0.0
unit_43,0.0,0.0
unit_43,-2.0,-2.0
unit_43,-1.0,-1.0
unit_43,-1.0,-1.0
unit_43,2.0,1.0
unit_43,2.0,2.0
unit_43,1.0,1.0
unit_43,1.0,2.0
unit_43,0.0,1.0
unit_45,-1.0,-1.0
unit_45,-2.0,-2.0
unit_45,-1.0,-1.0
unit_45,1.0,1.0
unit_45,-1.0,-1.0
unit_45,1.0,1.0
unit_45,2.0,2.0
unit_45,-2.0,-2.0
unit_45,-1.0,-1.0
unit_45,-1.0,-1.0
unit_45,-1.0,-1.0
unit_47,2.0,2.0
unit_47,1.0,1.0
unit_47,1.0,1.0
unit_47,-2.0,-2.0
unit_47,1.0,0.0
unit_47,-2.0,-2.0
unit_47,1.0,-1.0
unit_47,1.0,0.0
unit_47,0.0,1.0
unit_47,-1.0,1.0
unit_47,0.0,1.0
unit_49,1.0,0.0
unit_49,-1.0,-1.0
unit_49,1.0,1.0
unit_49,0.0,-1.0
unit_49,2.0,2.0
unit_49,-2.0,-2.0
unit_49,2.0,1.0
unit_49,1.0,1.0
unit_49,1.0,1.0
unit_49,1.0,1.0
unit_49,1.0,1.0
unit_51,-1.0,0.0
unit_51,1.0,1.0
unit_51,1.0,1.0
unit_51,2.0,2.0
unit_51,0.0,-1.0
unit_51,-1.0,-1.0
unit_51,2.0,2.0
unit_51,-2.0,-2.0
unit_51,1.0,1.0
unit_51,2.0,2.0
unit_51,2.0,2.0
unit_53,1.0,2.0
unit_53,1.0,1.0
unit_53,1.0,0.0
unit_53,1.0,1.0
unit_53,2.0,1.0
unit_53,-2.0,-1.0
unit_53,2.0,2.0
unit_53,0.0,1.0
unit_53,-2.0,-1.0
unit_53,1.0,1.0
unit_53,2.0,1.0
unit_55,2.0,2.0
unit_55,0.0,0.0
unit_55,1.0,0.0
unit_55,0.0,0.0
unit_55,-1.0,-1.0
unit_55,-1.0,-2.0
unit_55,-2.0,-2.0
unit_55,0.0,1.0
unit_55,1.0,2.0
unit_55,-1.0,-2.0
unit_55,0.0,-1.0
unit_57,2.0,2.0
unit_57,0.0,0.0
unit_57,0.0,0.0
unit_57,1.0,1.0
unit_57,-1.0,-1.0
unit_57,0.0,0.0
unit_57,0.0,0.0
unit_57,1.0,0.0
unit_57,0.0,0.0
unit_57,0.0,0.0
unit_57,0.0,-1.0
unit_59,-2.0,-2.0
unit_59,1.0,1.0
unit_59,2.0,1.0
unit_59,-2.0,-2.0
unit_59,-2.0,-2.0
unit_59,0.0,0.0
unit_59,1.0,1.0
unit_59,1.0,-1.0
unit_59,1.0,0.0
unit_59,1.0,1.0
unit_59,-1.0,-1.0
unit_61,-2.0,-1.0
unit_61,-2.0,1.0
unit_61,2.0,1.0
unit_61,2.0,2.0
unit_61,2.0,2.0
unit_61,-2.0,-2.0
unit_61,2.0,2.0
unit_61,-2.0,-2.0
unit_61,0.0,-1.0
unit_61,-2.0,-2.0
unit_61,1.0,-1.0
unit_63,0.0,2.0
unit_63,1.0,1.0
unit_63,0.0,1.0
unit_63,1.0,1.0
unit_63,0.0,1.0
unit_63,1.0,0.0
unit_63,0.0,0.0
unit_63,0.0,1.0
unit_63,0.0,1.0
unit_63,0.0,2.0
unit_63,0.0,2.0
unit_65,0.0,0.0
unit_65,1.0,1.0
unit_65,1.0,0.0
unit_65,-2.0,-2.0
unit_65,-2.0,-2.0
unit_65,0.0,0.0
unit_65,1.0,1.0
unit_65,1.0,1.0
unit_65,0.0,0.0
unit_65,0.0,1.0
unit_65,0.0,0.0
unit_67,2.0,2.0
unit_67,0.0,0.0
unit_67,1.0,-1.0
unit_67,-2.0,-2.0
unit_67,1.0,2.0
unit_67,-2.0,-2.0
unit_67,-2.0,-2.0
unit_67,1.0,1.0
unit_67,0.0,0.0
unit_67,0.0,0.0
unit_67,1.0,0.0
unit_69,0.0,0.0
unit_69,0.0,0.0
unit_69,-1.0,-1.0
unit_69,0.0,-1.0
unit_69,-2.0,-2.0
unit_69,-2.0,-2.0
unit_69,2.0,2.0
unit_69,0.0,0.0
unit_69,-1.0,-1.0
unit_69,-1.0,-1.0
unit_69,0.0,0.0
unit_71,1.0,1.0
unit_71,2.0,2.0
unit_71,-2.0,-2.0
unit_71,2.0,1.0
unit_71,-2.0,-2.0
unit_71,-2.0,-1.0
unit_71,-1.0,-2.0
unit_71,-2.0,-1.0
unit_71,2.0,2.0
unit_71,2.0,2.0
unit_71,2.0,2.0
unit_73,1.0,1.0
unit_73,1.0,2.0
unit_73,2.0,2.0
unit_73,1.0,2.0
unit_73,1.0,2.0
unit_73,1.0,2.0
unit_73,1.0,2.0
unit_73,1.0,2.0
unit_73,1.0,2.0
unit_73,2.0,2.0
unit_73,1.0,-2.0
unit_75,-2.0,-1.0
unit_75,2.0,1.0
unit_75,2.0,2.0
unit_75,1.0,-1.0
unit_75,-1.0,0.0
unit_75,2.0,2.0
unit_75,1.0,-1.0
unit_75,1.0,-1.0
unit_75,0.0,-1.0
unit_75,1.0,1.0
unit_75,-1.0,-1.0
unit_77,1.0,1.0
unit_77,2.0,2.0
unit_77,2.0,2.0
unit_77,2.0,2.0
unit_77,2.0,2.0
unit_77,-2.0,-2.0
unit_77,2.0,2.0
unit_77,2.0,2.0
unit_77,2.0,2.0
unit_77,-2.0,-2.0
unit_77,-2.0,-2.0
unit_79,-1.0,-1.0
unit_79,1.0,1.0
unit_79,0.0,1.0
unit_79,2.0,2.0
unit_79,2.0,-1.0
unit_79,2.0,1.0
unit_79,-1.0,-1.0
unit_79,-2.0,-2.0
unit_79,1.0,1.0
unit_79,0.0,0.0
unit_79,0.0,0.0
unit_81,1.0,1.0
unit_81,1.0,2.0
unit_81,0.0,0.0
unit_81,-2.0,-2.0
unit_81,0.0,0.0
unit_81,1.0,1.0
unit_81,1.0,1.0
unit_81,0.0,0.0
unit_81,2.0,2.0
unit_81,2.0,2.0
unit_81,0.0,0.0
unit_83,1.0,1.0
unit_83,1.0,0.0
unit_83,1.0,0.0
unit_83,-1.0,-1.0
unit_83,1.0,1.0
unit_83,-2.0,-2.0
unit_83,0.0,0.0
unit_83,1.0,0.0
unit_83,0.0,0.0
unit_83,-1.0,-1.0
unit_83,-1.0,0.0
unit_85,1.0,1.0
unit_85,1.0,1.0
unit_85,0.0,0.0
unit_85,2.0,1.0
unit_85,2.0,2.0
unit_85,-2.0,-2.0
unit_85,2.0,2.0
unit_85,0.0,0.0
unit_85,2.0,0.0
unit_85,1.0,1.0
unit_85,1.0,1.0
unit_87,1.0,1.0
unit_87,2.0,2.0
unit_87,1.0,1.0
unit_87,0.0,-1.0
unit_87,2.0,2.0
unit_87,1.0,1.0
unit_87,-2.0,-2.0
unit_87,1.0,0.0
unit_87,1.0,1.0
unit_87,1.0,0.0
unit_87,2.0,2.0
unit_89,-2.0,-2.0
unit_89,0.0,-1.0
unit_89,1.0,1.0
unit_89,-1.0,-1.0
unit_89,-1.0,0.0
unit_89,2.0,2.0
unit_89,2.0,2.0
unit_89,-1.0,0.0
unit_89,2.0,1.0
unit_89,-1.0,0.0
unit_89,1.0,1.0
unit_91,1.0,1.0
unit_91,1.0,-1.0
unit_91,1.0,1.0
unit_91,2.0,2.0
unit_91,-2.0,-2.0
unit_91,2.0,2.0
unit_91,-1.0,-1.0
unit_91,1.0,1.0
unit_91,0.0,1.0
unit_91,2.0,1.0
unit_91,2.0,1.0
unit_93,0.0,-1.0
unit_93,-1.0,0.0
unit_93,1.0,1.0
unit_93,-2.0,-2.0
unit_93,2.0,1.0
unit_93,1.0,0.0
unit_93,0.0,0.0
unit_93,0.0,1.0
unit_93,1.0,1.0
unit_93,0.0,1.0
unit_93,-1.0,0.0
unit_95,2.0,0.0
unit_95,1.0,1.0
unit_95,2.0,1.0
unit_95,2.0,1.0
unit_95,-2.0,-2.0
unit_95,2.0,1.0
unit_95,2.0,2.0
unit_95,2.0,2.0
unit_95,-1.0,-1.0
unit_95,1.0,0.0
unit_95,2.0,2.0
unit_97,1.0,1.0
unit_97,1.0,0.0
unit_97,1.0,1.0
unit_97,0.0,1.0
unit_97,0.0,1.0
unit_97,1.0,0.0
unit_97,1.0,1.0
unit_97,0.0,0.0
unit_97,0.0,-1.0
unit_97,-1.0,-1.0
unit_97,0.0,1.0
unit_99,1.0,0.0
unit_99,2.0,1.0
unit_99,-1.0,0.0
unit_99,2.0,1.0
unit_99,2.0,2.0
unit_99,2.0,2.0
unit_99,0.0,1.0
unit_99,-1.0,-2.0
unit_99,2.0,0.0
unit_99,2.0,2.0
unit_99,-2.0,-1.0
unit_101,1.0,1.0
unit_101,-2.0,-2.0
unit_101,2.0,2.0
unit_101,1.0,1.0
unit_101,0.0,0.0
unit_101,-1.0,-1.0
unit_101,1.0,1.0
unit_101,2.0,2.0
unit_101,2.0,2.0
unit_101,-2.0,-2.0
unit_101,-2.0,-2.0
unit_103,1.0,0.0
unit_103,2.0,1.0
unit_103,-2.0,-2.0
unit_103,2.0,1.0
unit_103,0.0,-1.0
unit_103,1.0,1.0
unit_103,-2.0,-2.0
unit_103,-1.0,0.0
unit_103,1.0,1.0
unit_103,1.0,0.0
unit_103,1.0,1.0
unit_105,-1.0,0.0
unit_105,1.0,0.0
unit_105,-2.0,1.0
unit_105,0.0,1.0
unit_105,-1.0,-1.0
unit_105,1.0,1.0
unit_105,0.0,1.0
unit_105,-1.0,-1.0
unit_105,1.0,1.0
unit_105,0.0,0.0
unit_105,-1.0,0.0
unit_107,-2.0,1.0
unit_107,1.0,1.0
unit_107,-2.0,0.0
unit_107,-1.0,0.0
unit_107,2.0,0.0
unit_107,2.0,0.0
unit_107,2.0,0.0
unit_107,2.0,2.0
unit_107,-2.0,2.0
unit_107,-2.0,-1.0
unit_107,1.0,0.0
unit_109,2.0,2.0
unit_109,-2.0,-2.0
unit_109,1.0,1.0
unit_109,0.0,0.0
unit_109,-1.0,-1.0
unit_109,0.0,1.0
unit_109,0.0,0.0
unit_109,1.0,1.0
unit_109,1.0,1.0
unit_109,1.0,1.0
unit_109,0.0,1.0
unit_111,1.0,-1.0
unit_111,1.0,1.0
unit_111,2.0,1.0
unit_111,-1.0,-1.0
unit_111,-2.0,-2.0
unit_111,2.0,2.0
unit_111,1.0,1.0
unit_111,1.0,0.0
unit_111,2.0,1.0
unit_111,1.0,2.0
unit_111,-1.0,2.0
unit_113,2.0,1.0
unit_113,-1.0,-2.0
unit_113,-1.0,-1.0
unit_113,1.0,1.0
unit_113,1.0,1.0
unit_113,2.0,2.0
unit_113,0.0,0.0
unit_113,1.0,1.0
unit_113,0.0,-1.0
unit_113,0.0,0.0
unit_113,-1.0,-1.0
unit_115,0.0,-1.0
unit_115,0.0,1.0
unit_115,0.0,2.0
unit_115,2.0,2.0
unit_115,2.0,2.0
unit_115,-2.0,-2.0
unit_115,0.0,0.0
unit_115,0.0,0.0
unit_115,0.0,0.0
unit_115,0.0,0.0
unit_115,2.0,2.0
unit_117,-2.0,-2.0
unit_117,2.0,2.0
unit_117,1.0,1.0
unit_117,-1.0,-2.0
unit_117,2.0,2.0
unit_117,0.0,0.0
unit_117,-2.0,-2.0
unit_117,-1.0,-1.0
unit_117,2.0,2.0
unit_117,0.0,0.0
unit_117,-1.0,-1.0
unit_119,1.0,1.0
unit_119,1.0,1.0
unit_119,1.0,1.0
unit_119,1.0,1.0
unit_119,1.0,1.0
unit_119,1.0,1.0
unit_119,2.0,0.0
unit_119,2.0,0.0
unit_119,2.0,0.0
unit_119,2.0,0.0
unit_119,2.0,0.0
unit_121,0.0,0.0
unit_121,1.0,0.0
unit_121,1.0,1.0
unit_121,1.0,2.0
unit_121,1.0,1.0
unit_121,1.0,1.0
unit_121,1.0,0.0
unit_121,2.0,1.0
unit_121,2.0,2.0
unit_121,1.0,1.0
unit_121,2.0,2.0
unit_123,1.0,1.0
unit_123,0.0,0.0
unit_123,1.0,1.0
unit_123,1.0,1.0
unit_123,1.0,1.0
unit_123,2.0,2.0
unit_123,-1.0,-1.0
unit_123,-1.0,-1.0
unit_123,1.0,1.0
unit_123,1.0,1.0
unit_123,-1.0,-1.0
unit_125,-1.0,-1.0
unit_125,1.0,1.0
unit_125,0.0,0.0
unit_125,2.0,2.0
unit_125,0.0,1.0
unit_125,-2.0,-2.0
unit_125,0.0,0.0
unit_125,-2.0,-2.0
unit_125,1.0,0.0
unit_125,-1.0,-1.0
unit_125,-2.0,-2.0
unit_127,2.0,2.0
unit_127,-1.0,-1.0
unit_127,0.0,0.0
unit_127,-1.0,-1.0
unit_127,-1.0,0.0
unit_127,-2.0,-2.0
unit_127,0.0,1.0
unit_127,2.0,0.0
unit_127,0.0,1.0
unit_127,0.0,0.0
unit_127,0.0,0.0
unit_129,-1.0,2.0
unit_129,0.0,0.0
unit_129,-1.0,-1.0
unit_129,0.0,-2.0
unit_129,0.0,-2.0
unit_129,-1.0,-2.0
unit_129,-1.0,-2.0
unit_129,-1.0,-2.0
unit_129,-1.0,-2.0
unit_129,-1.0,-2.0
unit_129,-1.0,-2.0
unit_131,0.0,1.0
unit_131,1.0,0.0
unit_131,1.0,0.0
unit_131,2.0,2.0
unit_131,1.0,1.0
unit_131,0.0,0.0
unit_131,0.0,0.0
unit_131,0.0,0.0
unit_131,-1.0,0.0
unit_131,0.0,0.0
unit_131,0.0,1.0
unit_133,2.0,1.0
unit_133,2.0,1.0
unit_133,-2.0,-2.0
unit_133,0.0,0.0
unit_133,1.0,1.0
unit_133,1.0,-1.0
unit_133,1.0,1.0
unit_133,1.0,1.0
unit_133,-1.0,-1.0
unit_133,1.0,1.0
unit_133,1.0,-1.0
unit_135,1.0,0.0
unit_135,2.0,1.0
unit_135,2.0,2.0
unit_135,-1.0,-1.0
unit_135,-1.0,-2.0
unit_135,-2.0,-2.0
unit_135,-2.0,-2.0
unit_135,-2.0,-1.0
unit_135,1.0,0.0
unit_135,1.0,1.0
unit_135,2.0,2.0
unit_137,-2.0,-1.0
unit_137,0.0,0.0
unit_137,1.0,-1.0
unit_137,-1.0,-1.0
unit_137,0.0,-1.0
unit_137,-2.0,-2.0
unit_137,2.0,1.0
unit_137,0.0,-2.0
unit_137,0.0,0.0
unit_137,0.0,0.0
unit_137,0.0,-1.0
unit_139,0.0,0.0
unit_139,-1.0,-1.0
unit_139,1.0,1.0
unit_139,2.0,2.0
unit_139,1.0,1.0
unit_139,0.0,0.0
unit_139,-1.0,-1.0
unit_139,1.0,1.0
unit_139,1.0,1.0
unit_139,-2.0,-2.0
unit_139,0.0,0.0
unit_141,-2.0,-2.0
unit_141,1.0,1.0
unit_141,2.0,2.0
unit_141,2.0,2.0
unit_141,-2.0,-2.0
unit_141,-2.0,-2.0
unit_141,2.0,2.0
unit_141,2.0,2.0
unit_141,2.0,2.0
unit_141,2.0,2.0
unit_141,2.0,2.0
unit_143,2.0,1.0
unit_143,-2.0,-2.0
unit_143,2.0,2.0
unit_143,0.0,0.0
unit_143,0.0,0.0
unit_143,1.0,2.0
unit_143,-2.0,-2.0
unit_143,-1.0,-1.0
unit_143,-1.0,-1.0
unit_143,1.0,1.0
unit_143,-1.0,-1.0
unit_145,0.0,-1.0
unit_145,0.0,0.0
unit_145,1.0,0.0
unit_145,2.0,2.0
unit_145,-1.0,0.0
unit_145,-2.0,-2.0
unit_145,1.0,0.0
unit_145,2.0,1.0
unit_145,0.0,0.0
unit_145,0.0,0.0
unit_145,-2.0,0.0
unit_147,1.0,1.0
unit_147,1.0,1.0
unit_147,1.0,2.0
unit_147,2.0,1.0
unit_147,2.0,1.0
unit_147,1.0,2.0
unit_147,2.0,2.0
unit_147,1.0,2.0
unit_147,1.0,1.0
unit_147,1.0,1.0
unit_147,1.0,1.0
unit_149,-2.0,-1.0
unit_149,1.0,1.0
unit_149,0.0,1.0
unit_149,0.0,1.0
unit_149,1.0,1.0
unit_149,1.0,1.0
unit_149,0.0,0.0
unit_149,1.0,1.0
unit_149,1.0,1.0
unit_149,1.0,1.0
unit_149,-1.0,0.0
unit_151,-1.0,-1.0
unit_151,-2.0,-2.0
unit_151,1.0,1.0
unit_151,-1.0,-1.0
unit_151,2.0,2.0
unit_151,2.0,2.0
unit_151,1.0,1.0
unit_151,2.0,2.0
unit_151,2.0,2.0
unit_151,2.0,2.0
unit_151,-2.0,-2.0
unit_153,0.0,-1.0
unit_153,-2.0,-2.0
unit_153,1.0,-1.0
unit_153,1.0,1.0
unit_153,2.0,2.0
unit_153,2.0,1.0
unit_153,2.0,1.0
unit_153,-1.0,-1.0
unit_153,2.0,0.0
unit_153,2.0,0.0
unit_153,-1.0,-1.0
unit_155,2.0,2.0
unit_155,-2.0,-2.0
unit_155,-1.0,-1.0
unit_155,1.0,-1.0
unit_155,1.0,1.0
unit_155,-2.0,-2.0
unit_155,2.0,2.0
unit_155,2.0,1.0
unit_155,-1.0,-1.0
unit_155,2.0,1.0
unit_155,-2.0,-2.0
unit_157,0.0,2.0
unit_157,0.0,-1.0
unit_157,1.0,-1.0
unit_157,-1.0,-1.0
unit_157,-1.0,-1.0
unit_157,0.0,0.0
unit_157,0.0,0.0
unit_157,0.0,0.0
unit_157,2.0,0.0
unit_157,1.0,1.0
unit_157,-1.0,1.0
unit_159,1.0,0.0
unit_159,0.0,-1.0
unit_159,0.0,1.0
unit_159,1.0,1.0
unit_159,-1.0,-1.0
unit_159,1.0,1.0
unit_159,0.0,1.0
unit_159,1.0,1.0
unit_159,1.0,1.0
unit_159,-1.0,0.0
unit_159,1.0,1.0
unit_161,1.0,0.0
unit_161,1.0,0.0
unit_161,0.0,0.0
unit_161,1.0,1.0
unit_161,-2.0,-2.0
unit_161,1.0,1.0
unit_161,2.0,2.0
unit_161,1.0,1.0
unit_161,2.0,2.0
unit_161,2.0,2.0
unit_161,0.0,-1.0
unit_163,0.0,1.0
unit_163,1.0,2.0
unit_163,2.0,2.0
unit_163,2.0,1.0
unit_163,-1.0,-1.0
unit_163,2.0,2.0
unit_163,2.0,2.0
unit_163,2.0,2.0
unit_163,2.0,1.0
unit_163,2.0,0.0
unit_163,-1.0,0.0
unit_165,0.0,0.0
unit_165,-2.0,-2.0
unit_165,1.0,0.0
unit_165,1.0,0.0
unit_165,1.0,2.0
unit_165,0.0,2.0
unit_165,1.0,1.0
unit_165,1.0,0.0
unit_165,-1.0,-2.0
unit_165,-1.0,-1.0
unit_165,1.0,1.0
unit_167,2.0,1.0
unit_167,-2.0,-2.0
unit_167,2.0,1.0
unit_167,2.0,2.0
unit_167,2.0,2.0
unit_167,2.0,1.0
unit_167,-2.0,-2.0
unit_167,-2.0,-2.0
unit_167,2.0,2.0
unit_167,2.0,2.0
unit_167,2.0,2.0
unit_169,-2.0,-2.0
unit_169,-2.0,-2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_169,1.0,2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_169,2.0,2.0
unit_171,-1.0,0.0
unit_171,1.0,1.0
unit_171,1.0,2.0
unit_171,-2.0,-2.0
unit_171,1.0,0.0
unit_171,0.0,0.0
unit_171,0.0,1.0
unit_171,1.0,0.0
unit_171,2.0,2.0
unit_171,-1.0,-1.0
unit_171,1.0,-1.0
unit_173,1.0,1.0
unit_173,1.0,-1.0
unit_173,2.0,1.0
unit_173,1.0,-1.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_173,2.0,0.0
unit_175,1.0,1.0
unit_175,-2.0,-2.0
unit_175,1.0,1.0
unit_175,2.0,2.0
unit_175,2.0,2.0
unit_175,1.0,1.0
unit_175,-2.0,0.0
unit_175,2.0,2.0
unit_175,1.0,1.0
unit_175,1.0,1.0
unit_175,0.0,0.0
unit_177,2.0,2.0
unit_177,-2.0,-2.0
unit_177,-2.0,-1.0
unit_177,-2.0,-1.0
unit_177,2.0,2.0
unit_177,-1.0,0.0
unit_177,2.0,2.0
unit_177,-2.0,-2.0
unit_177,-2.0,0.0
unit_177,0.0,0.0
unit_177,0.0,-1.0
unit_179,1.0,1.0
unit_179,1.0,1.0
unit_179,1.0,2.0
unit_179,1.0,1.0
unit_179,1.0,1.0
unit_179,1.0,1.0
unit_179,1.0,1.0
unit_179,2.0,2.0
unit_179,1.0,1.0
unit_179,-2.0,-2.0
unit_179,1.0,2.0
unit_181,2.0,0.0
unit_181,0.0,0.0
unit_181,2.0,1.0
unit_181,1.0,1.0
unit_181,2.0,0.0
unit_181,0.0,-1.0
unit_181,1.0,2.0
unit_181,1.0,1.0
unit_181,1.0,2.0
unit_181,1.0,0.0
unit_181,1.0,2.0
unit_183,-1.0,-2.0
unit_183,0.0,0.0
unit_183,-2.0,-2.0
unit_183,2.0,2.0
unit_183,1.0,1.0
unit_183,-1.0,-1.0
unit_183,1.0,1.0
unit_183,1.0,1.0
unit_183,0.0,1.0
unit_183,1.0,1.0
unit_183,0.0,0.0
unit_185,0.0,-1.0
unit_185,0.0,-1.0
unit_185,-2.0,-2.0
unit_185,-2.0,-2.0
unit_185,-2.0,-2.0
unit_185,0.0,0.0
unit_185,1.0,0.0
unit_185,2.0,2.0
unit_185,0.0,0.0
unit_185,0.0,0.0
unit_185,0.0,0.0
unit_187,-1.0,-1.0
unit_187,1.0,2.0
unit_187,1.0,1.0
unit_187,-1.0,-1.0
unit_187,-1.0,-1.0
unit_187,0.0,-1.0
unit_187,1.0,-1.0
unit_187,-1.0,-1.0
unit_187,1.0,1.0
unit_187,0.0,1.0
unit_187,1.0,1.0
unit_189,-1.0,-1.0
unit_189,0.0,-1.0
unit_189,1.0,1.0
unit_189,-1.0,1.0
unit_189,2.0,1.0
unit_189,-2.0,-2.0
unit_189,2.0,1.0
unit_189,2.0,1.0
unit_189,2.0,1.0
unit_189,-2.0,-1.0
unit_189,-2.0,-1.0
unit_191,2.0,2.0
unit_191,1.0,0.0
unit_191,-1.0,-1.0
unit_191,-2.0,-2.0
unit_191,0.0,0.0
unit_191,2.0,2.0
unit_191,2.0,2.0
unit_191,2.0,2.0
unit_191,-2.0,-2.0
unit_191,2.0,2.0
unit_191,-2.0,-2.0
unit_193,0.0,1.0
unit_193,-1.0,-1.0
unit_193,2.0,2.0
unit_193,1.0,1.0
unit_193,0.0,0.0
unit_193,1.0,1.0
unit_193,0.0,0.0
unit_193,-2.0,-2.0
unit_193,-1.0,-1.0
unit_193,1.0,1.0
unit_193,1.0,1.0
unit_195,-1.0,-1.0
unit_195,-1.0,-1.0
unit_195,1.0,1.0
unit_195,1.0,1.0
unit_195,1.0,1.0
unit_195,0.0,0.0
unit_195,1.0,1.0
unit_195,1.0,1.0
unit_195,-1.0,-1.0
unit_195,1.0,1.0
unit_195,1.0,1.0
unit_197,0.0,0.0
unit_197,0.0,2.0
unit_197,1.0,1.0
unit_197,0.0,1.0
unit_197,0.0,2.0
unit_197,0.0,2.0
unit_197,2.0,2.0
unit_197,0.0,2.0
unit_197,1.0,1.0
unit_197,0.0,2.0
unit_197,0.0,2.0
unit_199,1.0,-1.0
unit_199,-1.0,-1.0
unit_199,-2.0,-2.0
unit_199,1.0,1.0
unit_199,1.0,1.0
unit_199,1.0,1.0
unit_199,2.0,1.0
unit_199,0.0,0.0
unit_199,1.0,1.0
unit_199,2.0,1.0
unit_199,0.0,0.0
unit_0,0.0,-1.0
unit_0,-1.0,-1.0
unit_0,0.0,0.0
unit_0,-1.0,-1.0
unit_0,-2.0,-2.0
unit_0,-1.0,-1.0
unit_0,1.0,1.0
unit_0,1.0,1.0
unit_0,-2.0,-2.0
unit_0,1.0,1.0
unit_0,-2.0,-2.0
unit_4,1.0,1.0
unit_4,0.0,0.0
unit_4,-2.0,-2.0
unit_4,0.0,0.0
unit_4,0.0,0.0
unit_4,1.0,1.0
unit_4,0.0,0.0
unit_4,0.0,0.0
unit_4,0.0,1.0
unit_4,-1.0,-1.0
unit_4,0.0,0.0
unit_6,-2.0,-2.0
unit_6,2.0,2.0
unit_6,-2.0,-2.0
unit_6,1.0,1.0
unit_6,1.0,2.0
unit_6,-1.0,-1.0
unit_6,2.0,-1.0
unit_6,2.0,-1.0
unit_6,2.0,1.0
unit_6,2.0,1.0
unit_6,2.0,1.0
unit_8,0.0,0.0
unit_8,0.0,1.0
unit_8,-1.0,-1.0
unit_8,-1.0,0.0
unit_8,0.0,1.0
unit_8,0.0,1.0
unit_8,-1.0,-1.0
unit_8,1.0,1.0
unit_8,2.0,0.0
unit_8,0.0,0.0
unit_8,-1.0,0.0
unit_10,0.0,1.0
unit_10,0.0,0.0
unit_10,0.0,1.0
unit_10,0.0,0.0
unit_10,-2.0,0.0
unit_10,0.0,0.0
unit_10,0.0,0.0
unit_10,0.0,0.0
unit_10,2.0,1.0
